# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2
#
# total peaks = 32235
# peak size = 134
# peaks found using tags on both strands
# minimum distance between peaks = 268
# fragment length = 122
# genome size = 2000000000
# Total tags = 12320924.0
# Total tags in peaks = 1164991.0
# Approximate IP efficiency = 9.46%
# tags per bp = 0.005291
# expected tags per peak = 0.709
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.447811e-07
# FDR tag threshold = 8.0
# number of putative peaks = 59162
#
# input tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 23234
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3687
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 6
#
# cmd = findPeaks /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2 -i /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr4-2483	chr4	131857694	131857828	+	9.74	0.778	11.000000	10.1	2.0	5.07	4.65e-05	10.39	4.05e-09	0.97
chr4-2484	chr4	131911407	131911541	+	9.74	0.706	11.000000	10.1	1.0	10.14	1.11e-07	7.01	2.74e-07	0.88
chr4-2485	chr4	131962463	131962597	+	9.74	0.800	11.000000	10.1	2.0	5.07	4.65e-05	14.73	7.93e-11	0.88
chr4-2486	chr4	132011203	132011337	+	9.74	0.857	11.000000	10.1	2.0	5.07	4.65e-05	11.04	2.08e-09	0.88
chr4-3272	chr4	132045679	132045813	+	9.74	0.800	9.000000	10.1	2.0	5.07	4.65e-05	10.52	3.55e-09	1.07
chr4-3274	chr4	132524138	132524272	+	9.74	0.923	9.000000	10.1	2.0	5.07	4.65e-05	14.73	7.93e-11	1.07
chr4-2812	chr4	132928063	132928197	+	9.74	0.722	10.000000	10.1	1.0	10.14	1.11e-07	6.31	8.14e-07	0.97
chr4-2503	chr4	134411746	134411880	+	9.74	0.722	11.000000	10.1	1.0	10.14	1.11e-07	6.85	3.50e-07	0.97
chr4-2844	chr4	136923126	136923260	+	9.74	0.933	10.000000	10.1	0.5	20.28	1.63e-10	12.10	6.99e-10	0.97
chr4-2845	chr4	136931857	136931991	+	9.74	0.923	10.000000	10.1	0.5	20.28	1.63e-10	8.50	3.59e-08	0.97
chr4-2855	chr4	137496003	137496137	+	9.74	0.800	10.000000	10.1	1.0	10.14	1.11e-07	8.41	3.98e-08	0.97
chr4-3324	chr4	137508860	137508994	+	9.74	0.812	9.000000	10.1	1.0	10.14	1.11e-07	10.77	2.73e-09	1.07
chr4-2034	chr4	138027310	138027444	+	9.74	0.722	13.000000	10.1	1.0	10.14	1.11e-07	9.71	8.51e-09	0.81
chr4-2518	chr4	138228215	138228349	+	9.74	0.833	11.000000	10.1	1.0	10.14	1.11e-07	13.81	1.63e-10	0.88
chr4-2520	chr4	138522851	138522985	+	9.74	0.789	11.000000	10.1	1.0	10.14	1.11e-07	6.22	9.42e-07	0.97
chr4-2521	chr4	138576421	138576555	+	9.74	0.875	11.000000	10.1	2.0	5.07	4.65e-05	11.94	8.80e-10	0.97
chr4-2268	chr4	139599766	139599900	+	9.74	0.737	12.000000	10.1	1.0	10.14	1.11e-07	11.47	1.36e-09	0.88
chr4-2530	chr4	140546458	140546592	+	9.74	0.706	11.000000	10.1	2.0	5.07	4.65e-05	5.32	4.56e-06	0.88
chr4-2533	chr4	141008082	141008216	+	9.74	0.652	11.000000	10.1	2.0	5.07	4.65e-05	10.52	3.55e-09	0.97
chr4-4040	chr4	142928194	142928328	+	9.74	0.824	8.000000	10.1	0.5	20.28	1.63e-10	13.19	2.71e-10	1.38
chr4-2285	chr4	144500478	144500612	+	9.74	0.765	12.000000	10.1	2.0	5.07	4.65e-05	6.27	8.76e-07	0.88
chr4-2895	chr4	147222584	147222718	+	9.74	0.636	10.000000	10.1	1.0	10.14	1.11e-07	6.14	1.09e-06	0.97
chr4-2289	chr4	148207545	148207679	+	9.74	0.700	12.000000	10.1	0.5	20.28	1.63e-10	8.18	5.38e-08	0.88
chr4-2903	chr4	148343889	148344023	+	9.74	0.812	10.000000	10.1	1.0	10.14	1.11e-07	6.40	7.02e-07	1.07
chr4-3387	chr4	148736997	148737131	+	9.74	0.812	9.000000	10.1	1.0	10.14	1.11e-07	11.33	1.57e-09	1.21
chr4-2910	chr4	148816707	148816841	+	9.74	0.812	10.000000	10.1	0.5	20.28	1.63e-10	7.49	1.38e-07	1.07
chr4-2570	chr4	150347555	150347689	+	9.74	0.750	11.000000	10.1	2.0	5.07	4.65e-05	20.55	1.83e-12	0.88
chr4-3403	chr4	150902224	150902358	+	9.74	0.750	9.000000	10.1	2.0	5.07	4.65e-05	11.94	8.80e-10	1.07
chr4-2939	chr4	153992828	153992962	+	9.74	0.833	10.000000	10.1	0.5	20.28	1.63e-10	8.92	2.12e-08	1.07
chr4-2072	chr4	154110269	154110403	+	9.74	0.882	13.000000	10.1	2.0	5.07	4.65e-05	10.27	4.60e-09	0.81
chr4-2953	chr4	155373057	155373191	+	9.74	0.800	10.000000	10.1	1.0	10.14	1.11e-07	11.63	1.18e-09	0.97
chr4-2586	chr4	155400309	155400443	+	9.74	0.625	11.000000	10.1	1.0	10.14	1.11e-07	9.20	1.52e-08	0.97
chr5-2368	chr5	14537743	14537877	+	9.74	0.684	10.000000	10.1	2.0	5.07	4.65e-05	19.63	3.08e-12	1.07
chr5-2713	chr5	21997210	21997344	+	9.74	0.824	9.000000	10.1	2.0	5.07	4.65e-05	29.45	2.91e-14	1.07
chr5-2716	chr5	22946547	22946681	+	9.74	0.812	9.000000	10.1	1.0	10.14	1.11e-07	8.92	2.12e-08	1.07
chr5-2128	chr5	23880183	23880317	+	9.74	0.800	11.000000	10.1	2.0	5.07	4.65e-05	12.80	3.75e-10	0.97
chr5-2135	chr5	24573073	24573207	+	9.74	0.652	11.000000	10.1	2.0	5.07	4.65e-05	9.40	1.21e-08	0.97
chr5-1929	chr5	24659904	24660038	+	9.74	0.739	12.000000	10.1	0.5	20.28	1.63e-10	9.11	1.70e-08	0.88
chr5-2388	chr5	28629347	28629481	+	9.74	0.833	10.000000	10.1	1.0	10.14	1.11e-07	13.19	2.71e-10	1.07
chr5-2731	chr5	30323389	30323523	+	9.74	0.857	9.000000	10.1	1.0	10.14	1.11e-07	15.23	5.42e-11	1.07
chr5-2140	chr5	30452570	30452704	+	9.74	0.778	11.000000	10.1	0.5	20.28	1.63e-10	11.33	1.57e-09	0.97
chr5-2395	chr5	32441294	32441428	+	9.74	0.800	10.000000	10.1	0.5	20.28	1.63e-10	5.08	7.26e-06	0.97
chr5-1651	chr5	35330221	35330355	+	9.74	0.643	14.000000	10.1	2.0	5.07	4.65e-05	4.46	2.55e-05	0.81
chr5-2407	chr5	35338401	35338535	+	9.74	0.800	10.000000	10.1	1.0	10.14	1.11e-07	5.20	5.77e-06	0.97
chr5-2754	chr5	35375927	35376061	+	9.74	0.786	9.000000	10.1	2.0	5.07	4.65e-05	10.77	2.73e-09	1.07
chr5-2413	chr5	36821323	36821457	+	9.74	0.650	10.000000	10.1	1.0	10.14	1.11e-07	7.49	1.38e-07	0.97
chr5-2414	chr5	36873395	36873529	+	9.74	0.520	10.000000	10.1	0.5	20.28	1.63e-10	8.11	5.93e-08	0.97
chr5-2415	chr5	36910925	36911059	+	9.74	0.706	10.000000	10.1	2.0	5.07	4.65e-05	7.24	1.95e-07	0.97
chr5-2150	chr5	37086219	37086353	+	9.74	0.625	11.000000	10.1	1.0	10.14	1.11e-07	6.27	8.76e-07	0.97
chr5-2772	chr5	38282052	38282186	+	9.74	0.706	9.000000	10.1	2.0	5.07	4.65e-05	11.04	2.08e-09	1.07
chr5-2153	chr5	38467696	38467830	+	9.74	0.667	11.000000	10.1	2.0	5.07	4.65e-05	9.93	6.68e-09	0.88
chr5-2776	chr5	41125205	41125339	+	9.74	0.812	9.000000	10.1	0.5	20.28	1.63e-10	36.81	2.17e-15	1.21
chr5-2778	chr5	43415250	43415384	+	9.74	0.750	9.000000	10.1	0.5	20.28	1.63e-10	15.23	5.42e-11	1.07
chr5-2422	chr5	43512381	43512515	+	9.74	0.667	10.000000	10.1	0.5	20.28	1.63e-10	14.73	7.93e-11	1.07
chr5-2783	chr5	43690416	43690550	+	9.74	0.765	9.000000	10.1	1.0	10.14	1.11e-07	6.31	8.14e-07	1.07
chr5-2423	chr5	44636072	44636206	+	9.74	0.571	10.000000	10.1	0.5	20.28	1.63e-10	8.26	4.87e-08	0.97
chr5-2158	chr5	44649557	44649691	+	9.74	0.765	11.000000	10.1	1.0	10.14	1.11e-07	12.99	3.19e-10	0.97
chr5-3291	chr5	52215990	52216124	+	9.74	0.867	8.000000	10.1	0.5	20.28	1.63e-10	25.24	1.73e-13	1.21
chr5-3293	chr5	52821430	52821564	+	9.74	0.929	8.000000	10.1	0.5	20.28	1.63e-10	5.70	2.29e-06	1.21
chr5-1793	chr5	64263626	64263760	+	9.74	0.552	13.000000	10.1	1.0	10.14	1.11e-07	9.71	8.51e-09	0.88
chr5-2169	chr5	64343079	64343213	+	9.74	0.842	11.000000	10.1	0.5	20.28	1.63e-10	5.14	6.48e-06	0.88
chr5-1954	chr5	64547967	64548101	+	9.74	0.812	12.000000	10.1	2.0	5.07	4.65e-05	9.50	1.08e-08	0.81
chr5-2434	chr5	64671979	64672113	+	9.74	0.812	10.000000	10.1	2.0	5.07	4.65e-05	5.11	6.86e-06	0.97
chr5-2442	chr5	65716123	65716257	+	9.74	0.923	10.000000	10.1	0.5	20.28	1.63e-10	8.75	2.63e-08	0.97
chr5-1963	chr5	66120011	66120145	+	9.74	0.824	12.000000	10.1	1.0	10.14	1.11e-07	10.39	4.05e-09	0.81
chr5-2838	chr5	66506722	66506856	+	9.74	0.857	9.000000	10.1	0.5	20.28	1.63e-10	4.88	1.07e-05	1.07
chr5-2456	chr5	66987241	66987375	+	9.74	0.542	10.000000	10.1	1.0	10.14	1.11e-07	8.92	2.12e-08	1.07
chr5-2460	chr5	72547943	72548077	+	9.74	0.667	10.000000	10.1	1.0	10.14	1.11e-07	11.78	1.02e-09	0.97
chr5-2462	chr5	72834707	72834841	+	9.74	0.737	10.000000	10.1	2.0	5.07	4.65e-05	10.27	4.60e-09	0.97
chr5-2848	chr5	73086103	73086237	+	9.74	0.800	9.000000	10.1	1.0	10.14	1.11e-07	12.62	4.40e-10	1.21
chr5-1974	chr5	73644094	73644228	+	9.74	0.812	12.000000	10.1	1.0	10.14	1.11e-07	6.80	3.79e-07	0.81
chr5-3375	chr5	75058008	75058142	+	9.74	0.800	8.000000	10.1	0.5	20.28	1.63e-10	8.75	2.63e-08	1.21
chr5-2473	chr5	75539351	75539485	+	9.74	0.812	10.000000	10.1	1.0	10.14	1.11e-07	23.25	4.45e-13	0.97
chr5-2191	chr5	75800718	75800852	+	9.74	0.833	11.000000	10.1	2.0	5.07	4.65e-05	10.27	4.60e-09	0.97
chr5-2192	chr5	76613853	76613987	+	9.74	0.833	11.000000	10.1	1.0	10.14	1.11e-07	9.30	1.36e-08	0.97
chr5-2872	chr5	77119019	77119153	+	9.74	0.867	9.000000	10.1	0.5	20.28	1.63e-10	19.21	3.95e-12	1.07
chr5-1681	chr5	78235681	78235815	+	9.74	0.652	14.000000	10.1	0.5	20.28	1.63e-10	9.20	1.52e-08	0.81
chr5-2483	chr5	89149252	89149386	+	9.74	0.905	10.000000	10.1	0.5	20.28	1.63e-10	9.02	1.90e-08	1.21
chr5-2884	chr5	90207824	90207958	+	9.74	0.846	9.000000	10.1	2.0	5.07	4.65e-05	23.25	4.45e-13	1.07
chr5-2197	chr5	90640153	90640287	+	9.74	0.778	11.000000	10.1	2.0	5.07	4.65e-05	16.06	2.99e-11	0.97
chr5-2198	chr5	90755860	90755994	+	9.74	0.800	11.000000	10.1	2.0	5.07	4.65e-05	19.21	3.95e-12	0.97
chr5-2889	chr5	91359683	91359817	+	9.74	0.682	9.000000	10.1	0.5	20.28	1.63e-10	12.27	6.01e-10	1.07
chr5-2500	chr5	96571655	96571789	+	9.74	0.800	10.000000	10.1	0.5	20.28	1.63e-10	24.54	2.39e-13	0.97
chr5-1997	chr5	96591322	96591456	+	9.74	0.714	12.000000	10.1	2.0	5.07	4.65e-05	7.82	8.70e-08	0.88
chr5-1828	chr5	98816327	98816461	+	9.74	0.667	13.000000	10.1	1.0	10.14	1.11e-07	16.67	1.97e-11	0.88
chr5-2905	chr5	99272063	99272197	+	9.74	0.789	9.000000	10.1	0.5	20.28	1.63e-10	12.27	6.01e-10	1.07
chr5-2507	chr5	100751278	100751412	+	9.74	0.933	10.000000	10.1	2.0	5.07	4.65e-05	18.80	5.05e-12	1.07
chr5-2509	chr5	100821095	100821229	+	9.74	0.867	10.000000	10.1	2.0	5.07	4.65e-05	9.60	9.58e-09	0.97
chr5-2513	chr5	103236682	103236816	+	9.74	0.857	10.000000	10.1	2.0	5.07	4.65e-05	16.06	2.99e-11	0.97
chr5-2518	chr5	104122907	104123041	+	9.74	0.737	10.000000	10.1	0.5	20.28	1.63e-10	4.75	1.39e-05	1.07
chr5-2002	chr5	104211204	104211338	+	9.74	0.667	12.000000	10.1	2.0	5.07	4.65e-05	4.40	2.94e-05	0.81
chr5-2218	chr5	104429685	104429819	+	9.74	0.800	11.000000	10.1	0.5	20.28	1.63e-10	6.27	8.76e-07	0.88
chr5-1834	chr5	104890131	104890265	+	9.74	0.727	13.000000	10.1	0.5	20.28	1.63e-10	6.90	3.22e-07	0.88
chr5-2221	chr5	104920781	104920915	+	9.74	0.867	11.000000	10.1	2.0	5.07	4.65e-05	18.03	8.10e-12	0.97
chr5-3456	chr5	105870072	105870206	+	9.74	0.609	8.000000	10.1	0.5	20.28	1.63e-10	13.39	2.29e-10	1.38
chr5-1836	chr5	106306918	106307052	+	9.74	0.700	13.000000	10.1	0.5	20.28	1.63e-10	5.35	4.29e-06	0.88
chr5-2224	chr5	107321012	107321146	+	9.74	0.923	11.000000	10.1	0.5	20.28	1.63e-10	32.72	8.56e-15	0.88
chr5-2016	chr5	111269169	111269303	+	9.74	0.640	12.000000	10.1	1.0	10.14	1.11e-07	7.89	7.92e-08	0.88
chr5-2241	chr5	116472729	116472863	+	9.74	0.583	11.000000	10.1	1.0	10.14	1.11e-07	6.14	1.09e-06	0.97
chr5-2986	chr5	117739775	117739909	+	9.74	0.923	9.000000	10.1	0.5	20.28	1.63e-10	6.05	1.25e-06	1.07
chr5-3543	chr5	118909093	118909227	+	9.74	0.778	8.000000	10.1	2.0	5.07	4.65e-05	11.33	1.57e-09	1.21
chr5-2563	chr5	119063880	119064014	+	9.74	0.929	10.000000	10.1	1.0	10.14	1.11e-07	9.30	1.36e-08	0.97
chr5-1853	chr5	121029005	121029139	+	9.74	0.571	13.000000	10.1	0.5	20.28	1.63e-10	9.50	1.08e-08	0.81
chr5-2569	chr5	121037090	121037224	+	9.74	0.800	10.000000	10.1	0.5	20.28	1.63e-10	5.70	2.29e-06	0.97
chr5-2246	chr5	121834820	121834954	+	9.74	0.667	11.000000	10.1	2.0	5.07	4.65e-05	10.27	4.60e-09	0.97
chr5-2582	chr5	122642777	122642911	+	9.74	0.706	10.000000	10.1	0.5	20.28	1.63e-10	12.62	4.40e-10	0.97
chr5-2585	chr5	122872240	122872374	+	9.74	0.750	10.000000	10.1	2.0	5.07	4.65e-05	16.36	2.43e-11	0.97
chr5-1861	chr5	123510270	123510404	+	9.74	0.762	13.000000	10.1	2.0	5.07	4.65e-05	6.69	4.44e-07	0.81
chr5-2266	chr5	124424094	124424228	+	9.74	0.762	11.000000	10.1	1.0	10.14	1.11e-07	4.94	9.59e-06	0.97
chr5-1869	chr5	125928237	125928371	+	9.74	0.762	13.000000	10.1	2.0	5.07	4.65e-05	7.18	2.13e-07	0.81
chr5-2280	chr5	126321407	126321541	+	9.74	0.857	11.000000	10.1	0.5	20.28	1.63e-10	12.62	4.40e-10	0.88
chr5-2054	chr5	130362663	130362797	+	9.74	0.750	12.000000	10.1	0.5	20.28	1.63e-10	6.80	3.79e-07	0.88
chr5-3065	chr5	131912609	131912743	+	9.74	0.800	9.000000	10.1	1.0	10.14	1.11e-07	16.06	2.99e-11	1.07
chr5-2623	chr5	135217200	135217334	+	9.74	0.800	10.000000	10.1	0.5	20.28	1.63e-10	7.07	2.52e-07	0.97
chr5-2290	chr5	135594557	135594691	+	9.74	0.737	11.000000	10.1	1.0	10.14	1.11e-07	10.52	3.55e-09	0.97
chr5-2635	chr5	136150750	136150884	+	9.74	0.714	10.000000	10.1	2.0	5.07	4.65e-05	8.18	5.38e-08	1.07
chr5-2063	chr5	136353862	136353996	+	9.74	0.667	12.000000	10.1	1.0	10.14	1.11e-07	5.49	3.36e-06	0.88
chr5-2066	chr5	136628946	136629080	+	9.74	0.727	12.000000	10.1	0.5	20.28	1.63e-10	11.94	8.80e-10	0.97
chr5-3094	chr5	137364406	137364540	+	9.74	0.867	9.000000	10.1	2.0	5.07	4.65e-05	15.78	3.66e-11	1.07
chr5-2070	chr5	137463284	137463418	+	9.74	0.520	12.000000	10.1	2.0	5.07	4.65e-05	6.90	3.22e-07	0.88
chr5-2071	chr5	137794026	137794160	+	9.74	0.565	12.000000	10.1	1.0	10.14	1.11e-07	4.80	1.26e-05	0.81
chr5-2306	chr5	138702233	138702367	+	9.74	0.600	11.000000	10.1	1.0	10.14	1.11e-07	5.59	2.78e-06	0.88
chr5-3107	chr5	139396062	139396196	+	9.74	0.667	9.000000	10.1	0.5	20.28	1.63e-10	14.48	9.54e-11	1.07
chr5-2078	chr5	139823550	139823684	+	9.74	0.733	12.000000	10.1	2.0	5.07	4.65e-05	6.27	8.76e-07	0.81
chr5-2662	chr5	140605305	140605439	+	9.74	0.682	10.000000	10.1	1.0	10.14	1.11e-07	11.94	8.80e-10	0.97
chr5-2317	chr5	142813542	142813676	+	9.74	0.714	11.000000	10.1	0.5	20.28	1.63e-10	13.81	1.63e-10	0.97
chr5-2671	chr5	143678401	143678535	+	9.74	0.952	10.000000	10.1	1.0	10.14	1.11e-07	5.74	2.15e-06	0.97
chr5-2091	chr5	144397338	144397472	+	9.74	0.667	12.000000	10.1	0.5	20.28	1.63e-10	6.05	1.25e-06	0.81
chr5-3751	chr5	144775748	144775882	+	9.74	0.929	8.000000	10.1	0.5	20.28	1.63e-10	20.08	2.38e-12	1.21
chr5-3132	chr5	144985391	144985525	+	9.74	0.706	9.000000	10.1	2.0	5.07	4.65e-05	5.20	5.77e-06	1.07
chr5-2330	chr5	145220798	145220932	+	9.74	0.750	11.000000	10.1	2.0	5.07	4.65e-05	11.94	8.80e-10	0.88
chr5-1906	chr5	145415538	145415672	+	9.74	0.692	13.000000	10.1	1.0	10.14	1.11e-07	7.96	7.20e-08	0.88
chr5-2692	chr5	147720433	147720567	+	9.74	0.867	10.000000	10.1	1.0	10.14	1.11e-07	7.89	7.92e-08	0.97
chr5-2105	chr5	148249932	148250066	+	9.74	0.667	12.000000	10.1	1.0	10.14	1.11e-07	7.07	2.52e-07	0.88
chr5-3784	chr5	148307654	148307788	+	9.74	0.875	8.000000	10.1	1.0	10.14	1.11e-07	15.50	4.46e-11	1.21
chr5-3154	chr5	149161395	149161529	+	9.74	0.800	9.000000	10.1	0.5	20.28	1.63e-10	8.50	3.59e-08	1.07
chr5-2346	chr5	149190415	149190549	+	9.74	0.857	11.000000	10.1	2.0	5.07	4.65e-05	5.14	6.48e-06	0.88
chr5-2348	chr5	149301479	149301613	+	9.74	0.600	11.000000	10.1	2.0	5.07	4.65e-05	11.94	8.80e-10	0.88
chr5-3159	chr5	149789393	149789527	+	9.74	0.600	9.000000	10.1	2.0	5.07	4.65e-05	6.05	1.25e-06	1.07
chr5-2355	chr5	150125552	150125686	+	9.74	0.682	11.000000	10.1	2.0	5.07	4.65e-05	12.10	6.99e-10	0.88
chr5-2358	chr5	150963292	150963426	+	9.74	0.722	11.000000	10.1	1.0	10.14	1.11e-07	6.31	8.14e-07	0.88
chr5-2114	chr5	151888236	151888370	+	9.74	0.941	12.000000	10.1	0.5	20.28	1.63e-10	10.27	4.60e-09	0.88
chr6-1569	chr6	17001642	17001776	+	9.74	0.571	12.000000	10.1	1.0	10.14	1.11e-07	10.91	2.38e-09	0.88
chr6-1964	chr6	17779048	17779182	+	9.74	0.923	10.000000	10.1	1.0	10.14	1.11e-07	25.24	1.73e-13	0.97
chr6-2257	chr6	21008020	21008154	+	9.74	0.929	9.000000	10.1	0.5	20.28	1.63e-10	29.45	2.91e-14	1.07
chr6-1965	chr6	22298277	22298411	+	9.74	0.929	10.000000	10.1	2.0	5.07	4.65e-05	8.75	2.63e-08	0.97
chr6-1730	chr6	23081280	23081414	+	9.74	0.700	11.000000	10.1	1.0	10.14	1.11e-07	4.96	9.08e-06	0.97
chr6-1573	chr6	23916050	23916184	+	9.74	0.867	12.000000	10.1	1.0	10.14	1.11e-07	25.99	1.24e-13	0.88
chr6-1732	chr6	24275427	24275561	+	9.74	0.800	11.000000	10.1	0.5	20.28	1.63e-10	19.63	3.08e-12	0.88
chr6-1734	chr6	28436191	28436325	+	9.74	0.750	11.000000	10.1	1.0	10.14	1.11e-07	6.14	1.09e-06	0.88
chr6-1735	chr6	28532510	28532644	+	9.74	0.857	11.000000	10.1	1.0	10.14	1.11e-07	14.48	9.54e-11	0.97
chr6-1969	chr6	28684285	28684419	+	9.74	0.632	10.000000	10.1	1.0	10.14	1.11e-07	7.62	1.15e-07	0.97
chr6-2676	chr6	28702112	28702246	+	9.74	0.867	8.000000	10.1	0.5	20.28	1.63e-10	7.49	1.38e-07	1.21
chr6-1742	chr6	30354717	30354851	+	9.74	0.762	11.000000	10.1	2.0	5.07	4.65e-05	6.31	8.14e-07	0.97
chr6-2295	chr6	31289568	31289702	+	9.74	0.800	9.000000	10.1	2.0	5.07	4.65e-05	10.16	5.22e-09	1.07
chr6-1986	chr6	31305073	31305207	+	9.74	0.765	10.000000	10.1	0.5	20.28	1.63e-10	11.18	1.81e-09	0.97
chr6-1590	chr6	34361803	34361937	+	9.74	0.778	12.000000	10.1	0.5	20.28	1.63e-10	5.52	3.16e-06	0.88
chr6-2310	chr6	37345093	37345227	+	9.74	0.765	9.000000	10.1	2.0	5.07	4.65e-05	8.11	5.93e-08	1.07
chr6-2313	chr6	37383982	37384116	+	9.74	0.812	9.000000	10.1	2.0	5.07	4.65e-05	5.08	7.26e-06	1.07
chr6-1994	chr6	37539392	37539526	+	9.74	0.933	10.000000	10.1	1.0	10.14	1.11e-07	7.82	8.70e-08	0.97
chr6-2323	chr6	38923124	38923258	+	9.74	0.750	9.000000	10.1	1.0	10.14	1.11e-07	14.25	1.14e-10	1.21
chr6-1476	chr6	40187498	40187632	+	9.74	0.842	13.000000	10.1	0.5	20.28	1.63e-10	10.77	2.73e-09	0.81
chr6-2008	chr6	41455369	41455503	+	9.74	0.682	10.000000	10.1	0.5	20.28	1.63e-10	5.56	2.96e-06	1.07
chr6-1479	chr6	41491887	41492021	+	9.74	0.778	13.000000	10.1	1.0	10.14	1.11e-07	7.30	1.79e-07	0.81
chr6-1600	chr6	42191711	42191845	+	9.74	0.682	12.000000	10.1	1.0	10.14	1.11e-07	7.49	1.38e-07	0.97
chr6-2353	chr6	49098980	49099114	+	9.74	0.765	9.000000	10.1	2.0	5.07	4.65e-05	4.21	4.45e-05	1.07
chr6-1604	chr6	49124008	49124142	+	9.74	0.812	12.000000	10.1	0.5	20.28	1.63e-10	12.44	5.15e-10	0.88
chr6-2016	chr6	49282121	49282255	+	9.74	0.750	10.000000	10.1	1.0	10.14	1.11e-07	11.47	1.36e-09	1.07
chr6-1771	chr6	50331641	50331775	+	9.74	0.615	11.000000	10.1	2.0	5.07	4.65e-05	4.44	2.67e-05	0.88
chr6-1777	chr6	52736066	52736200	+	9.74	0.765	11.000000	10.1	2.0	5.07	4.65e-05	15.50	4.46e-11	0.97
chr6-2029	chr6	54049739	54049873	+	9.74	0.737	10.000000	10.1	1.0	10.14	1.11e-07	15.50	4.46e-11	0.97
chr6-1614	chr6	54631384	54631518	+	9.74	0.632	12.000000	10.1	1.0	10.14	1.11e-07	9.71	8.51e-09	0.81
chr6-2371	chr6	54801819	54801953	+	9.74	0.722	9.000000	10.1	1.0	10.14	1.11e-07	10.16	5.22e-09	1.07
chr6-1783	chr6	54961030	54961164	+	9.74	0.867	11.000000	10.1	0.5	20.28	1.63e-10	11.33	1.57e-09	0.97
chr6-2373	chr6	54988693	54988827	+	9.74	0.688	9.000000	10.1	1.0	10.14	1.11e-07	10.16	5.22e-09	1.07
chr6-1786	chr6	57717581	57717715	+	9.74	0.812	11.000000	10.1	0.5	20.28	1.63e-10	14.73	7.93e-11	0.88
chr6-1787	chr6	58850678	58850812	+	9.74	0.824	11.000000	10.1	2.0	5.07	4.65e-05	18.41	6.41e-12	0.97
chr6-2041	chr6	59082521	59082655	+	9.74	0.733	10.000000	10.1	2.0	5.07	4.65e-05	49.08	7.45e-17	0.97
chr6-2831	chr6	60637168	60637302	+	9.74	0.857	8.000000	10.1	2.0	5.07	4.65e-05	35.34	3.49e-15	1.38
chr6-2834	chr6	61229599	61229733	+	9.74	0.850	8.000000	10.1	0.5	20.28	1.63e-10	18.80	5.05e-12	1.21
chr6-1793	chr6	61279927	61280061	+	9.74	0.824	11.000000	10.1	1.0	10.14	1.11e-07	9.02	1.90e-08	0.88
chr6-2389	chr6	68390577	68390711	+	9.74	0.923	9.000000	10.1	0.5	20.28	1.63e-10	46.50	1.41e-16	1.07
chr6-1625	chr6	70861934	70862068	+	9.74	0.882	12.000000	10.1	0.5	20.28	1.63e-10	8.58	3.24e-08	0.88
chr6-2050	chr6	71080411	71080545	+	9.74	0.650	10.000000	10.1	0.5	20.28	1.63e-10	10.04	5.91e-09	1.07
chr6-2395	chr6	71760031	71760165	+	9.74	0.824	9.000000	10.1	0.5	20.28	1.63e-10	12.80	3.75e-10	1.07
chr6-1808	chr6	72112225	72112359	+	9.74	0.857	11.000000	10.1	2.0	5.07	4.65e-05	11.33	1.57e-09	0.88
chr6-1810	chr6	72339418	72339552	+	9.74	0.625	11.000000	10.1	2.0	5.07	4.65e-05	6.90	3.22e-07	0.97
chr6-1811	chr6	72412721	72412855	+	9.74	0.600	11.000000	10.1	2.0	5.07	4.65e-05	5.93	1.54e-06	0.88
chr6-2862	chr6	72802294	72802428	+	9.74	0.857	8.000000	10.1	1.0	10.14	1.11e-07	13.39	2.29e-10	1.21
chr6-2059	chr6	73215929	73216063	+	9.74	0.857	10.000000	10.1	0.5	20.28	1.63e-10	12.99	3.19e-10	0.97
chr6-2870	chr6	78451850	78451984	+	9.74	0.857	8.000000	10.1	0.5	20.28	1.63e-10	25.99	1.24e-13	1.21
chr6-1634	chr6	82876696	82876830	+	9.74	0.737	12.000000	10.1	2.0	5.07	4.65e-05	10.39	4.05e-09	0.88
chr6-1635	chr6	83363205	83363339	+	9.74	0.700	12.000000	10.1	1.0	10.14	1.11e-07	6.59	5.19e-07	0.88
chr6-1638	chr6	86177145	86177279	+	9.74	0.708	12.000000	10.1	1.0	10.14	1.11e-07	5.45	3.57e-06	0.88
